subject,number,title
"HUMSC","101","Great Dialogues: Reflection and Action"
"HUMSC","102","Great Dialogues: Politics and Morality"
"HUMSC","201","Great Dialogues: Reason and Faith"
"HUMSC","301","Great Dialogues: The Sacred and the Profane"
"HUMSC","401","Great Dialogues: Athens, Jerusalem, and Technological Society"
"HUMSC","490","Great Dialogues: Medical Humanities on Health and Life"
