name,description,note,latitude,longitude
CIBC,,South Campus Hall (SCH),43.46938, -80.54032
CIBC,,Student Life Centre (SLC),43.47160888938205,-80.54564427965785
CIBC,,Student Life Centre (SLC),43.471581,-80.545526
CIBC,,William G. Davis Computer Research Centre (DC),43.47298766617178,-80.54265104234219
RBC,,Westmount Place Shopping Centre,43.46158530997294,-80.53770582253419
Scotiabank,,St. Paul's University College (STP),43.467841,-80.546304
TD,,Laurelwood Shopping Centre,43.46735615168525,-80.56838717311621
BMO,,University Plaza,43.47154861939896,-80.53815331310034
