printer,ad,server,comment,driver,server,room,faculty
Eng_ERCnet_Copier,"CN=ENG-SERVE-Eng_ERCnet_Copier;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"ERCnet Office Copier","Xerox WorkCentre 5335","E2 1307E",Engineering
Eng_Wheel,"CN=ENG-SERVE-Eng_Wheel;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (Engineering Computing Wheel Lab)","HP Universal Printing PCL 5","E2 1308",Engineering
"Eng_HelpDesk_Colour (32bit)","CN=ENG-SERVE-Eng_HelpDesk_Colour (32bit);CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"24hr access. Cost: $0.50/printed side. Can print 11x17 (during office hours) for $1.00/printed side","Kyocera Classic Universaldriver PCL6","E2 1308A",Engineering
"Eng_HelpDesk_Colour (64bit)","CN=ENG-SERVE-Eng_HelpDesk_Colour (64bit);CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"24hr access. Cost: $0.50/printed side. Can print 11x17 (during office hours) for $1.00/printed side","Kyocera Classic Universaldriver PCL6","E2 1308A",Engineering
Eng_HelpDesk_Colour,"CN=ENG-SERVE-Eng_HelpDesk_Colour;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"24hr access. Cost: $0.50/printed side. Can print 11x17 (during office hours) for $1.00/printed side","Kyocera Classic Universaldriver PCL6","E2 1308A",Engineering
Eng_Year1_TA2,"CN=ENG-SERVE-Eng_Year1_TA2;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Year1 TA Printer","HP LaserJet 4240 PCL 6","E2 1309E",Engineering
Eng_Weef_Back,"CN=ENG-SERVE-Eng_Weef_Back;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (Engineering WEEF Lab)","HP LaserJet 600 M601 M602 M603 PCL6","E2 1310",Engineering
Eng_Weef_Front,"CN=ENG-SERVE-Eng_Weef_Front;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (Engineering WEEF Lab)","HP LaserJet 600 M601 M602 M603 PCL6","E2 1310",Engineering
Eng_Year1_TA,"CN=ENG-SERVE-Eng_Year1_TA;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Year1 TA printer.","HP LaserJet 4240 PCL 6","E2 1318",Engineering
Eng_Civil,"CN=ENG-SERVE-Eng_Civil;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex!","HP Universal Printing PCL 5","E2 2340",Engineering
Eng_MME_CADLab,"CN=ENG-SERVE-Eng_MME_CADLab;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex!","HP Universal Printing PCL 5","E2 2354",Engineering
Eng_ECE_E2-2357,"CN=ENG-SERVE-Eng_ECE_E2-2357;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"ECE Staff Printer (it can duplex)","HP Universal Printing PCL 5","E2 2357",Engineering
Eng_Electrical_2,"CN=ENG-SERVE-Eng_Electrical_2;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (ECE Computing Lab)","HP Universal Printing PCL 5","E2 2360",Engineering
Eng_MarCom_Copier,"CN=ENG-SERVE-Eng_MarCom_Copier;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Marketing & Communications Copier","Xerox WorkCentre 7545 PCL6","E2 3320",Engineering
Eng_ECE_E2-3344,"CN=ENG-SERVE-Eng_ECE-E2-3344;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"This printer is only available from within the E2-3344 lab. It can duplex","HP Universal Printing PCL 5","E2 3344",Engineering
Eng_ECE_E2-3346,"CN=ENG-SERVE-Eng_ECE_E2-3346;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"This printer is only available from within the E2-3346 lab. It can duplex","HP Universal Printing PCL 5","E2 3346",Engineering
Eng_ECE_E2-3347,"CN=ENG-SERVE-Eng_ECE_E2-3347;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"This printer is only available from within the E2-3347 lab. It can duplex","Lexmark Universal v2 XL","E2 3347",Engineering
Eng_ECE_Shop,"CN=ENG-SERVE-Eng_ECE_Shop;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"ECE Shop - Staff Printer (it can duplex)","HP LaserJet 2430 PCL 6","E2 3349",Engineering
Eng_MachineShop_Copier,"CN=ENG-SERVE-Eng_MachineShop_Copier;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Machine Shop Copier","Xerox WorkCentre 5335","E3 2121A",Engineering
Eng_MME_4thYr,"CN=ENG-SERVE-Eng_MME_4thYr;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex!","HP Universal Printing PCL 5","E3 3112",Engineering
Eng_SDC1,"CN=ENG-SERVE-Eng_SDC1;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Usage restricted to Engineering Student Design Centre teams. (it can duplex)","HP LaserJet P4010_P4510 Series PCL 6","E5 2001",Engineering
Eng_SDC_Copier,"CN=ENG-SERVE-Eng_SDC_Copier;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"E5 Student Design Centre Staff printer","Xerox WorkCentre 7545 PCL6","E5 2001",Engineering
Eng_SDC2,"CN=ENG-SERVE-Eng_SDC2;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Usage restricted to Engineering Student Design Centre teams. (it can duplex)","HP LaserJet P4010_P4510 Series PCL 6","E5 2002",Engineering
Eng_Gear,"CN=ENG-SERVE-Eng_Gear;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (Engineering Computing Gear Lab)","HP LaserJet P4010_P4510 Series PCL 6","E5 2108",Engineering
Eng_Systems,"CN=ENG-SERVE-Eng_Systems;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex!","HP Universal Printing PCL 5","E5 6007",Engineering
Eng_ChE_E6-5022,"CN=ENG-SERVE-Eng_ChE_E6-5022;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,-,"HP LaserJet 600 M601 M602 M603 PCL6","E6 5022",Engineering
Eng_EngComp,"CN=ENG-SERVE-Eng_EngComp;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Computing Office Printer","HP Universal Printing PCL 5","PHY 3006",Engineering
Eng_EngComp_Colour,"CN=ENG-SERVE-Eng_New.EngComp_Colour;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Computing Office Colour Printer","Kyocera FS-C5030N (KPDL)","PHY 3006",Engineering
Eng_EngComp_Copier,"CN=ENG-SERVE-Eng_EngComp_Copier;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Engineering Computing Xerox Copier","Xerox WorkCentre 5335","PHY 3006",Engineering
Eng_Helix,"CN=ENG-SERVE-Eng_Helix;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"It can duplex! (Engineering Computing Helix Lab)","HP Universal Printing PCL 5","RCH 108",Engineering
Eng_Esq_Copy,"CN=ENG-SERVE-Eng_Esq_Copy;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"ESQ Staff Copier","Xerox GPD PCL6 V2.1","RCH Portable",Engineering
Eng_Outreach,"CN=ENG-SERVE-Eng_Outreach;CN=ENG-SERVE;OU=Windows;OU=Engineering Computing;OU=Engineering;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENG-SERVE,"Outreach Staff Colour Printer","HP Color LaserJet CP2020 Series PCL6","RCH Portable",Engineering
ahs_prt2,"CN=ENVPRINT-ahsprt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,-,"HP LaserJet 4200 PCL 6","BMH 2302C","Environmental Studies"
env_cfi_prt1,"CN=ENVPRINT-env_cfi_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HP 4000","HP LaserJet 4000 Series PS","CFI lab","Environmental Studies"
env_deans_prt2,"CN=ENVPRINT-env_deans_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HP 1320","hp LaserJet 1320 PS",Dean,"Environmental Studies"
env_deans_prt3,"CN=ENVPRINT-env_deans_prt3;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Colour Ricoh CL 7000","Ricoh Aficio CL7000 PS",Dean,"Environmental Studies"
env_deans_prt4,"CN=ENVPRINT-env_deans_prt4;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Xerox WorkCentre","Xerox Global Print Driver PS",Dean,"Environmental Studies"
env_deans_prt5,"CN=ENVPRINT-env_deans_prt5;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Xerox Work Centre 4150","Xerox Global Print Driver PS",Dean,"Environmental Studies"
mad_colour_ricoh,"CN=ENVPRINT-mad_colour_ricoh;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"MAD Lab Colour Printer","Ricoh Aficio CL7200 PS","EV1 1011","Environmental Studies"
env_gem_prt1,"CN=ENVPRINT-env_gem_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Phaser 4510DX","Xerox Phaser 4510DX PS","EV1 117","Environmental Studies"
mad_bw_lexmark,"CN=ENVPRINT-mad_bw_lexmark;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Training and Grad Printer","Lexmark W820 PS (MS)","EV1 134","Environmental Studies"
env_grad_prt1,"CN=ENVPRINT-env_grad_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,-,"HP LaserJet P2015 Series PS","EV1 357","Environmental Studies"
env_dss_prt1,"CN=ENVPRINT-env_dss_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"DSS HP 8000DN ","HP LaserJet 8000 Series PS","EV2 1001","Environmental Studies"
env_dss_prt2,"CN=ENVPRINT-env_dss_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"DSS Xerox Phaser 6300DN","Xerox Phaser 6300DN PS","EV2 1001","Environmental Studies"
env_mad_prt2,"CN=ENVPRINT-env_mad_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"MAD Xerox Work Centre 5335","Xerox Global Print Driver PS","EV2 1008","Environmental Studies"
mad_bw_xerox,"CN=ENVPRINT-mad_bw_xerox;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"MAD Lab Main BW Printer","Xerox Phaser 5550DT PS","EV2 1011","Environmental Studies"
env_cigi_prt1,"CN=ENVPRINT-env_cigi_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,-,"Xerox WorkCentre 4150 PS","EV2 2003","Environmental Studies"
env_plan_prt2,"CN=ENVPRINT-env_plan_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Xerox Workcentre ","Xerox Global Print Driver PS","EV3 3207","Environmental Studies"
env_eb_prt1,"CN=ENVPRINT-env_eb_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"E&B HP 4000","HP LaserJet 4000 Series PS","EV3 4324","Environmental Studies"
AHS_prt3,"CN=ENVPRINT-AHS_prt3;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"AHS HP LJ 4200","HP LaserJet 4200 PCL 6","unknown unknown","Environmental Studies"
env_alts_prt1,"CN=ENVPRINT-env_alts_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Xerox Phaser 6120","XEROX Phaser 6120 PS","unknown unknown","Environmental Studies"
env_alts_prt2,"CN=ENVPRINT-env_alts_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HP P3005dn","HP LaserJet P3005 PS","unknown unknown","Environmental Studies"
env_ers_prt1,"CN=ENVPRINT-env_ers_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HP 4000","HP LaserJet 4000 Series PS","unknown unknown","Environmental Studies"
env_ers_prt2,"CN=ENVPRINT-env_ers_prt2;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HP 2430","HP LaserJet 2430 PS","unknown unknown","Environmental Studies"
env_ers_prt3,"CN=ENVPRINT-env_ers_prt3;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"Xerox WorkCentre ","Xerox Global Print Driver PS","unknown unknown","Environmental Studies"
env_ers_prt4,"CN=ENVPRINT-env_ers_prt4;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"WPGG printer HP 2200","HP LaserJet 2200 Series PS","unknown unknown","Environmental Studies"
env_hrc_prt1,"CN=ENVPRINT-env_hrc_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"HRC Xerox Work Centre","Xerox Global Print Driver PS","unknown unknown","Environmental Studies"
env_ult_prt1,"CN=ENVPRINT-env_ult_prt1;CN=envprint;OU=Windows;OU=Environmental Studies;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",ENVPRINT,"CKI/Unlimited Xerox Work Centre","Xerox Global Print Driver PS","unknown unknown","Environmental Studies"
Sci-b1-283,"CN=NCC1701T-Sci-b1-283;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCenter 5745","Xerox WorkCentre 5745 PS","B1 283",Science
Sci-b1-370,"CN=NCC1701T-Sci-b1-370;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Undergrad printer with accounting in SciLab B1-370","HP LaserJet 4250 PCL6","B1 370",Science
Sci-bfg-1202,"CN=NCC1701T-Sci-bfg-1202;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"HP Color LaserJet 4700n","HP Color LaserJet 4700 PS","BFG 1202",Science
Sci-c2-160,"CN=NCC1701T-Sci-c2-160;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Undergrad printer in FriesenLab C2-160","HP LaserJet 4000 Series PCL6","C2 160",Science
sci-eit-2031-escol,"CN=NCC1701T-sci-eit-2031-escol;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"HP Colour LaserJet CP2025dn","HP Color LaserJet","EIT 2031",Science
Sci-eit-2809a,"CN=NCC1701T-Sci-eit-2809a;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Science Computing Helpdesk Printer","Lexmark E323 PS3","EIT 2809a",Science
Sci-esc-121-a,"CN=NCC1701T-Sci-esc-121-a;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Dell Laser Printer 5100cn COLOUR","Dell Laser Printer 5100cn PCL6","ESC 121",Science
Sci-esc-252d,"CN=NCC1701T-Sci-esc-252d;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,Pam,"Lexmark E323 PS3","ESC 253",Science
Sci-esc-330-c,"CN=NCC1701F-Sci-esc-330-c;CN=ncc1701f;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701F,"Theoretical Chemists Printer","HP LaserJet 600 M601 M602 M603 PCL6","ESC 330C",Science
Sci-esc-350-a,"CN=NCC1701T-Sci-esc-350-a;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCentre 5745","Xerox WorkCentre 5745 PS","ESC 350",Science
Sci-esc-109-xerox4150,"CN=NCC1701T-Sci-esc-109-xerox4150;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCentre 4150","Xerox WorkCentre 4150 PS","Esc 109",Science
Opt-research,"CN=OPTNT5-Opt-research;CN=optnt5;OU=Optometry;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",OPTNT5,"Research Printer","HP Universal Printing PCL 6","OPT 222",Science
Opt-admin,"CN=OPTNT5-Admin1 - HP LaserJet 4350 PCL 5;CN=optnt5;OU=Optometry;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",OPTNT5,"Admin HP Printer","HP LaserJet 4350 PCL 6","OPT 342",Science
OptLab-Printer,"CN=NCC1701T-OptLab-Printer;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Opt. printer with accounting","HP Universal Printing PCL 5","OPT WLRC",Science
Sci-phr-library,"CN=NCC1701T-Sci-phr-library;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Library printer with accounting in Sci Pharmacy 2nd Floor","HP LaserJet P4010_P4510 Series PCL 6","PHR 2nd",Science
Sci-phy-2001,"CN=NCC1701T-Sci-phy-2001;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"HP LaserJet 6MP","HP LaserJet 6P/6MP PostScript","PHY 2001",Science
Sci-phy-2003,"CN=NCC1701T-Sci-phy-2003;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"HP LaserJet 5100 Series","HP LaserJet 5100 PS","PHY 2003",Science
Sci-phy-342,"CN=NCC1701T-Sci-phy-342;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Undergrad printer in PhysLab Phy-342","HP LaserJet 4100 Series PCL","Phys 342",Science
Sci-phy-246-xerox5655,"CN=NCC1701T-Sci-phy-246-xerox5655;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCentre 5655 Postscript Driver","Xerox WorkCentre 5655 PS","Physics 246",Science
Sci-phy-xerox4150,"CN=NCC1701T-Sci-phy-246-xerox4150;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCentre 4150","Xerox WorkCentre 4150 PS","Physics 246",Science
Sci-qnc-3608,"CN=NCC1701T-Sci-qnc-3608;CN=NCC1701T;OU=Windows Server 2003;OU=Science;OU=Domain Member Servers;DC=NEXUS;DC=UWATERLOO;DC=CA",NCC1701T,"Xerox WorkCenter 7535 Postscript","Xerox WorkCentre 7535 PS","QNC 3608",Science
hous-uwpbh,"CN=PRINTSRV1-hous-uwpbh;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox WorkCentre 5335;","Xerox GPD PS V2.2","Back Hall",
clv-cc117,"CN=PRINTSRV1-clv-cc117;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox WorkCentre 7545;","Xerox GPD PS V2.2","CC 117",
ath-cif1102,"CN=PRINTSRV1-ath-cif1102;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP LaserJet P3010;","HP Universal Printing PS","CIF 1102",
ath-cif1102-cp,"CN=PRINTSRV1-ath-cif1102-cp;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox WorkCentre 5335;","Xerox GPD PS V2.2","CIF 1102",
ath-cif1205,"CN=PRINTSRV1-ath-cif1205;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP Color LaserJet M175nw;","HP LaserJet 100 color MFP M175 PCL6","CIF 1205",
safe-xerox,"CN=PRINTSRV1-safe-com105-xerox;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox WorkCentre 7535;","Xerox GPD PS V2.2","COM 105",
safe-com108-hp1606dn,"CN=PRINTSRV1-safe-com108-hp1606dn;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP P1606DN;","HP LaserJet Professional P1606dn","COM 108",
safe-com108-hplj1320n,"CN=PRINTSRV1-safe-com108-hplj1320n;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP LaserJet 1320N","HP Universal Printing PCL 5","COM 108",
cpa-com116-colour,"CN=PRINTSRV1-cpa-com116-colour;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox Phaser 7760GX;","Xerox Phaser 7760GX PS","COM 116",
cpa-com116-xerox6180,"CN=PRINTSRV1-cpa-com116-xerox6180;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"Xerox Phaser 6180DN;","Xerox Phaser 6180DN PS","COM 116",
park-com154,"CN=PRINTSRV1-park-com154;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP LaserJet P3005x;duplex","HP Universal Printing PS","COM 154",
park-com165,"CN=PRINTSRV1-park-com165;CN=PRINTSRV1;OU=Academic Support;OU=Servers;DC=ads;DC=uwaterloo;DC=ca",PRINTSRV1,"HP LaserJet 4050; duplex","HP Universal Printing PCL 5","COM 165",
