Exam,Section(s),Day,Date,Start,Finish,Location
BME 450,001,Friday,"December 7, 2018",4:00 PM,6:30 PM,Sched Only
BME 487,001,Saturday,"December 8, 2018",4:00 PM,6:30 PM,Sched Only
BUS 111W,,Saturday,"December 8, 2018",12:30 PM,3:00 PM,TBA
BUS 127W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 231W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 247W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 283W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 288W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 352W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 354W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 357W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 362W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 387W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 393W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 397W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 405W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 408W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 413W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 422W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 423W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 432W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 435W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 443W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 451W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 452W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 459W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 460W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 461AW,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 462W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 466W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 467W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 470W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 472W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 473W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 477W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 480TW,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 481W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 482W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 486W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 491W,,See https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
CHE 100,001,Saturday,"December 8, 2018",12:30 PM,3:00 PM,TBA
CHE 102,001-010,Monday,"December 17, 2018",9:00 AM,11:30 AM,TBA
CHE 200,001,Wednesday,"December 12, 2018",7:30 PM,10:00 PM,TBA
CHE 211,001,Wednesday,"December 12, 2018",7:30 PM,10:00 PM,Sched Only
CHE 220,001,Monday,"December 10, 2018",9:00 AM,11:30 AM,TBA
CHE 230,001,Friday,"December 14, 2018",4:00 PM,6:30 PM,TBA
CHE 231,001,Monday,"December 10, 2018",9:00 AM,11:30 AM,Sched Only
CHE 241,001,Saturday,"December 8, 2018",4:00 PM,6:30 PM,Sched Only
CHE 313,001,Friday,"December 14, 2018",4:00 PM,6:30 PM,Sched Only
CHE 331,001,Monday,"December 10, 2018",12:30 PM,3:00 PM,Sched Only
CHE 361,001,Tuesday,"December 18, 2018",9:00 AM,11:30 AM,Sched Only
CHE 420,001,Thursday,"December 6, 2018",12:30 PM,3:00 PM,TBA
CHE 425,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
CHE 480,001,Tuesday,"December 11, 2018",4:00 PM,6:30 PM,TBA
CHE 514,001,Thursday,"December 13, 2018",4:00 PM,6:30 PM,Sched Only
CHE 516,001,Tuesday,"December 18, 2018",7:30 PM,10:00 PM,Sched Only
CHE 541,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,Sched Only
CHE 571,001,Saturday,"December 15, 2018",4:00 PM,6:30 PM,Sched Only
CHE 622,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
CHEM 120,001-005,Thursday,"December 6, 2018",9:00 AM,11:30 AM,TBA
CHEM 120L,001-014,Thursday,"December 6, 2018",7:30 PM,9:30 PM,TBA
CHEM 123,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CHEM 209,001,Monday,"December 10, 2018",7:30 PM,10:00 PM,TBA
CHEM 237,001,Tuesday,"December 18, 2018",4:00 PM,6:30 PM,TBA
CHEM 237L,"001,002",Saturday,"December 15, 2018",4:00 PM,6:00 PM,TBA
CHEM 240,001,Wednesday,"December 19, 2018",7:30 PM,10:00 PM,TBA
CHEM 262,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CHEM 264,001,Monday,"December 17, 2018",4:00 PM,6:30 PM,TBA
CHEM 266,"001,002",Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CHEM 267,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CHEM 310,001,Thursday,"December 20, 2018",4:00 PM,6:30 PM,TBA
CHEM 331,001,Monday,"December 17, 2018",12:30 PM,3:00 PM,TBA
CHEM 333,001,Tuesday,"December 18, 2018",7:30 PM,9:30 PM,TBA
CHEM 339,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CHEM 356,001,Thursday,"December 6, 2018",12:30 PM,3:00 PM,TBA
CHEM 363,001,Saturday,"December 15, 2018",4:00 PM,6:30 PM,TBA
CHEM 370,001,Friday,"December 14, 2018",9:00 AM,11:30 AM,Sched Only
CHEM 383,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CHEM 400,002,Tuesday,"December 18, 2018",9:00 AM,11:30 AM,TBA
CHEM 432,001,Tuesday,"December 11, 2018",9:00 AM,11:00 AM,TBA
CHEM 464,001,Monday,"December 10, 2018",9:00 AM,11:30 AM,TBA
CHEM 770,001,Friday,"December 14, 2018",9:00 AM,11:30 AM,Sched Only
CHINA 101R,"001,002",Wednesday,"December 19, 2018",12:30 PM,3:00 PM,Sched Only 
CHINA 102R,001,Thursday,"December 6, 2018",9:00 AM,11:30 AM,Sched Only 
CHINA 120R,001,Saturday,"December 8, 2018",4:00 PM,6:30 PM,Sched Only 
CHINA 120R,002,Saturday,"December 8, 2018",4:00 PM,6:30 PM,Sched Only 
CHINA 201R,001,Thursday,"December 6, 2018",9:00 AM,11:30 AM,Sched Only 
CHINA 202R,001,Thursday,"December 6, 2018",9:00 AM,11:30 AM,Sched Only 
CHINA 301R,001,Thursday,"December 6, 2018",4:00 PM,6:30 PM,Sched Only 
CHINA 310R,001,Saturday,"December 8, 2018",7:30 PM,10:00 PM,Sched Only 
CIVE 100,001,Monday,"December 10, 2018",12:30 PM,3:00 PM,Sched Only
CIVE 104,"001,002",Friday,"December 14, 2018",9:00 AM,11:30 AM,TBA
CIVE 115,"001,002",Wednesday,"December 12, 2018",12:30 PM,3:00 PM,TBA
CIVE 204,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,Sched Only
CIVE 221,001,Wednesday,"December 12, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 224,001,Tuesday,"December 18, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 241,001,Monday,"December 10, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 265,001,Thursday,"December 6, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 306,001,Wednesday,"December 19, 2018",7:30 PM,10:00 PM,Sched Only
CIVE 310,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 343,001,Monday,"December 17, 2018",12:30 PM,3:00 PM,Sched Only
CIVE 354,001,Tuesday,"December 11, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 375,001,Thursday,"December 13, 2018",9:00 AM,11:30 AM,Sched Only
CIVE 382,001,Tuesday,"December 11, 2018",7:30 PM,10:00 PM,Sched Only
CIVE 486,001,Saturday,"December 8, 2018",4:00 PM,6:30 PM,Sched Only
CIVE 497,001,Monday,"December 17, 2018",7:30 PM,10:00 PM,Sched Only
CLAS 100,001,Monday,"December 17, 2018",7:30 PM,9:30 PM,TBA
CLAS 105,001,Monday,"December 10, 2018",9:00 AM,11:00 AM,TBA
CLAS 202,001,Wednesday,"December 19, 2018",7:30 PM,9:00 PM,TBA
CLAS 221,001,Monday,"December 17, 2018",9:00 AM,11:30 AM,Sched Only
CLAS 251,001,Friday,"December 14, 2018",7:30 PM,9:30 PM,TBA
CLAS 351,001,Tuesday,"December 11, 2018",9:00 AM,11:00 AM,TBA
CLAS 361,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CM 762,001,Wednesday,"December 19, 2018",12:30 PM,3:00 PM,TBA
CM 763,001,Friday,"December 14, 2018",9:00 AM,11:30 AM,TBA
CO 227,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
CO 250,"001,002",Monday,"December 17, 2018",7:30 PM,10:00 PM,TBA
CO 255,001,Thursday,"December 6, 2018",4:00 PM,6:30 PM,Sched Only
CO 330,001,Wednesday,"December 19, 2018",7:30 PM,10:00 PM,TBA
CO 342,001,Wednesday,"December 19, 2018",12:30 PM,3:00 PM,TBA
CO 351,001,Monday,"December 17, 2018",4:00 PM,6:30 PM,TBA
CO 367,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,TBA
CO 370,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CO 372,001,Tuesday,"December 18, 2018",9:00 AM,11:30 AM,TBA
CO 442,001,Thursday,"December 6, 2018",7:30 PM,10:00 PM,Sched Only
CO 450,001,Tuesday,"December 11, 2018",7:30 PM,10:00 PM,TBA
CO 456,001,Tuesday,"December 11, 2018",9:00 AM,11:30 AM,TBA
CO 466,001,Monday,"December 17, 2018",9:00 AM,11:30 AM,TBA
CO 485,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,TBA
CO 642,001,Thursday,"December 6, 2018",7:30 PM,10:00 PM,Sched Only
CO 650,001,Tuesday,"December 11, 2018",7:30 PM,10:00 PM,TBA
CO 666,001,Monday,"December 17, 2018",9:00 AM,11:30 AM,TBA
CO 685,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,TBA
COMM 231,001,Tuesday,"December 18, 2018",7:30 PM,10:00 PM,TBA
COMM 421,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
COMM 431,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,TBA
CROAT 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CS 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CS 105,"001,002",Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
CS 115,001-011,Saturday,"December 15, 2018",12:30 PM,3:00 PM,TBA
CS 116,001-003,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
CS 135,001-011,Saturday,"December 15, 2018",9:00 AM,11:30 AM,TBA
CS 136,001-003,Thursday,"December 20, 2018",9:00 AM,11:30 AM,TBA
CS 137,001,Monday,"December 17, 2018",12:30 PM,3:00 PM,TBA
CS 145,001,Wednesday,"December 19, 2018",7:30 PM,10:00 PM,TBA
CS 234,"001,002",Friday,"December 14, 2018",7:30 PM,10:00 PM,TBA
CS 240,"001,002",Friday,"December 7, 2018",12:30 PM,3:00 PM,TBA
CS 241,001-003,Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
CS 241E,001,Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
CS 245,001-005,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
CS 246,001-005,Saturday,"December 15, 2018",4:00 PM,6:30 PM,TBA
CS 246E,001,Saturday,"December 15, 2018",4:00 PM,6:30 PM,TBA
CS 251,"001,002",Friday,"December 14, 2018",4:00 PM,6:30 PM,TBA
CS 330,"001,002",Monday,"December 17, 2018",12:30 PM,3:00 PM,TBA
CS 335,001,Friday,"December 14, 2018",7:30 PM,10:00 PM,TBA
CS 338,001,Monday,"December 10, 2018",7:30 PM,10:00 PM,TBA
CS 341,001-004,Saturday,"December 8, 2018",12:30 PM,3:00 PM,TBA
CS 343,"001,002",Monday,"December 17, 2018",12:30 PM,3:00 PM,TBA
CS 348,001-003,Saturday,"December 15, 2018",9:00 AM,11:30 AM,TBA
CS 349,"001,002",Tuesday,"December 18, 2018",4:00 PM,6:30 PM,TBA
CS 350,001-004,Thursday,"December 13, 2018",12:30 PM,3:00 PM,TBA
CS 360,001,Thursday,"December 6, 2018",12:30 PM,3:00 PM,TBA
CS 370,001-003,Saturday,"December 15, 2018",4:00 PM,6:30 PM,TBA
CS 430,001,Saturday,"December 15, 2018",7:30 PM,10:00 PM,TBA
CS 432,001,Monday,"December 17, 2018",12:30 PM,3:00 PM,TBA
CS 445,001,Thursday,"December 6, 2018",7:30 PM,10:00 PM,TBA
CS 451,001,Thursday,"December 6, 2018",4:00 PM,6:30 PM,TBA
CS 456,"001,002",Friday,"December 14, 2018",4:00 PM,6:30 PM,TBA
CS 458,"001,002",Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
CS 466,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CS 480,001,Wednesday,"December 19, 2018",4:00 PM,6:30 PM,TBA
CS 484,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CS 486,"001,002",Thursday,"December 20, 2018",12:30 PM,3:00 PM,TBA
CS 488,001,Tuesday,"December 11, 2018",9:00 AM,11:30 AM,Sched Only
CS 493,001,Wednesday,"December 19, 2018",12:30 PM,3:00 PM,TBA
CS 645,001,Thursday,"December 6, 2018",7:30 PM,10:00 PM,TBA
CS 651,001,Thursday,"December 6, 2018",4:00 PM,6:30 PM,TBA
CS 656,"001,002",Friday,"December 14, 2018",4:00 PM,6:30 PM,TBA
CS 658,"001,002",Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
CS 666,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CS 680,001,Wednesday,"December 19, 2018",4:00 PM,6:30 PM,TBA
CS 684,001,Friday,"December 7, 2018",7:30 PM,10:00 PM,TBA
CS 686,"001,002",Thursday,"December 20, 2018",12:30 PM,3:00 PM,TBA
CS 688,001,Tuesday,"December 11, 2018",9:00 AM,11:30 AM,Sched Only
DRAMA 386,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
DUTCH 101,001,Friday,"December 7, 2018",4:00 PM,6:30 PM,Sched Only
EARTH 121,001,Saturday,"December 15, 2018",7:30 PM,10:00 PM,TBA
EARTH 121,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
EARTH 121L,001-006,Thursday,"December 20, 2018",9:00 AM,11:30 AM,TBA
EARTH 123,001,Friday,"December 14, 2018",7:30 PM,10:00 PM,TBA
EARTH 223,001-004,Thursday,"December 20, 2018",12:30 PM,3:00 PM,TBA
EARTH 231,001,Saturday,"December 15, 2018",7:30 PM,10:00 PM,TBA
EARTH 235,001,Wednesday,"December 19, 2018",9:00 AM,11:30 AM,TBA
EARTH 260,001,Tuesday,"December 18, 2018",12:30 PM,3:00 PM,TBA
EARTH 331,001,Wednesday,"December 19, 2018",9:00 AM,11:30 AM,TBA
EARTH 342,"001,002",Friday,"December 7, 2018",12:30 PM,3:00 PM,TBA
EARTH 421,001,Thursday,"December 13, 2018",4:00 PM,6:30 PM,TBA
EARTH 440,001,Thursday,"December 6, 2018",12:30 PM,3:00 PM,TBA
EARTH 458,001,Saturday,"December 15, 2018",9:00 AM,11:30 AM,TBA
EARTH 461,001,Saturday,"December 8, 2018",12:30 PM,3:00 PM,TBA
EARTH 491,001,Monday,"December 17, 2018",9:00 AM,11:30 AM,TBA
EASIA 120R,001,Wednesday,"December 19, 2018",9:00 AM,11:30 AM,Sched Only 
ECE 105,001-004,Monday,"December 10, 2018",4:00 PM,6:30 PM,TBA
ECE 150,001-003,Friday,"December 14, 2018",9:00 AM,11:30 AM,TBA
ECE 204,001,Friday,"December 7, 2018",9:00 AM,11:30 AM,TBA
ECE 205,001,Monday,"December 17, 2018",4:00 PM,6:30 PM,TBA
ECE 206,001,Monday,"December 10, 2018",9:00 AM,11:30 AM,TBA
ECE 207,"001,002",Wednesday,"December 12, 2018",9:00 AM,11:30 AM,TBA
ECE 209,001,Saturday,"December 8, 2018",12:30 PM,3:00 PM,TBA
ECE 222,"001,002",Monday,"December 10, 2018",12:30 PM,3:00 PM,TBA
ECE 224,"001,002",Monday,"December 17, 2018",9:00 AM,11:30 AM,TBA
ECE 240,001,Wednesday,"December 12, 2018",4:00 PM,6:30 PM,TBA
ECE 242,"001,002",Thursday,"December 6, 2018",4:00 PM,6:30 PM,TBA
ECE 250,001,Friday,"December 14, 2018",12:30 PM,3:00 PM,TBA
ECE 254,"001,002",Thursday,"December 20, 2018",12:30 PM,3:00 PM,TBA
ECE 290,001,Wednesday,"December 19, 2018",4:00 PM,6:30 PM,TBA
