AP Name,Aruba AP Model,IP Address,MAC Address,Secondary MAC Address,SSID,Latitude,Longitude,Floor,Building Code
ENG-AP-E2-2359-A,105,172.18.10.69,D8C7C8C97003,D8C7C8170030,eduroam,43.4710439507,-80.5401263353,2,E2
ENG-AP-E2-2359-A,105,172.18.10.69,D8C7C8C97003,D8C7C8170039,uw-unsecured,43.4710439507,-80.5401263353,2,E2
ENG-AP-E2-2359-A,105,172.18.10.69,D8C7C8C97003,D8C7C8170031,uw-unsecured,43.4710439507,-80.5401263353,2,E2
ENG-AP-E2-2363-A,105,172.18.10.67,D8C7C8C97014,D8C7C8170148,eduroam,43.4710178484,-80.5398502046,2,E2
ENG-AP-E2-2363-A,105,172.18.10.67,D8C7C8C97014,D8C7C8170140,eduroam,43.4710178484,-80.5398502046,2,E2
ENG-AP-E2-2363-A,105,172.18.10.67,D8C7C8C97014,D8C7C8170149,uw-unsecured,43.4710178484,-80.5398502046,2,E2
ENG-AP-E2-2363-A,105,172.18.10.67,D8C7C8C97014,D8C7C8170141,uw-unsecured,43.4710178484,-80.5398502046,2,E2
ENG-AP-E2-2403-A,105,172.18.10.66,D8C7C8C97060,D8C7C8170608,eduroam,43.4710943084,-80.5398120933,2,E2
ENG-AP-E2-2403-A,105,172.18.10.66,D8C7C8C97060,D8C7C8170600,eduroam,43.4710943084,-80.5398120933,2,E2
ENG-AP-E2-2403-A,105,172.18.10.66,D8C7C8C97060,D8C7C8170609,uw-unsecured,43.4710943084,-80.5398120933,2,E2
ENG-AP-E2-2403-A,105,172.18.10.66,D8C7C8C97060,D8C7C8170601,uw-unsecured,43.4710943084,-80.5398120933,2,E2
ENG-AP-E2-2403-B,105,172.18.10.97,D8C7C8C9702F,D8C7C81702F8,eduroam,43.4709112573,-80.5402988959,2,E2
ENG-AP-E2-2403-B,105,172.18.10.97,D8C7C8C9702F,D8C7C81702F0,eduroam,43.4709112573,-80.5402988959,2,E2
ENG-AP-E2-2403-B,105,172.18.10.97,D8C7C8C9702F,D8C7C81702F9,uw-unsecured,43.4709112573,-80.5402988959,2,E2
