AP Name,Aruba AP Model,IP Address,MAC Address,Secondary MAC Address,SSID,Latitude,Longitude,Floor,Building Code
ACO-AP-ASA-7--A,105,172.16.17.130,000B86CF3842,000B86738428,eduroam,,,7,ASA
ACO-AP-ASA-7--A,105,172.16.17.130,000B86CF3842,000B86738420,eduroam,,,7,ASA
ACO-AP-ASA-7--A,105,172.16.17.130,000B86CF3842,000B86738429,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--A,105,172.16.17.130,000B86CF3842,000B86738421,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--B,105,172.16.17.131,000B86CF3846,000B86738468,eduroam,,,7,ASA
ACO-AP-ASA-7--B,105,172.16.17.131,000B86CF3846,000B86738460,eduroam,,,7,ASA
ACO-AP-ASA-7--B,105,172.16.17.131,000B86CF3846,000B86738469,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--B,105,172.16.17.131,000B86CF3846,000B86738461,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--C,105,172.16.17.132,000B86CF382E,000B867382E8,eduroam,,,7,ASA
ACO-AP-ASA-7--C,105,172.16.17.132,000B86CF382E,000B867382E0,eduroam,,,7,ASA
ACO-AP-ASA-7--C,105,172.16.17.132,000B86CF382E,000B867382E9,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--C,105,172.16.17.132,000B86CF382E,000B867382E1,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--D,105,172.16.17.133,000B86CF3856,000B86738568,eduroam,,,7,ASA
ACO-AP-ASA-7--D,105,172.16.17.133,000B86CF3856,000B86738560,eduroam,,,7,ASA
ACO-AP-ASA-7--D,105,172.16.17.133,000B86CF3856,000B86738569,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--D,105,172.16.17.133,000B86CF3856,000B86738561,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--E,105,172.16.17.134,000B86CF3832,000B86738328,eduroam,,,7,ASA
ACO-AP-ASA-7--E,105,172.16.17.134,000B86CF3832,000B86738320,eduroam,,,7,ASA
ACO-AP-ASA-7--E,105,172.16.17.134,000B86CF3832,000B86738329,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--E,105,172.16.17.134,000B86CF3832,000B86738321,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--F,105,172.16.17.135,000B86CF3837,000B86738378,eduroam,,,7,ASA
ACO-AP-ASA-7--F,105,172.16.17.135,000B86CF3837,000B86738370,eduroam,,,7,ASA
ACO-AP-ASA-7--F,105,172.16.17.135,000B86CF3837,000B86738379,uw-unsecured,,,7,ASA
ACO-AP-ASA-7--F,105,172.16.17.135,000B86CF3837,000B86738371,uw-unsecured,,,7,ASA
ACO-AP-ECH-1--A,61,172.20.0.228,000B86CBCA22,000B863CA220,eduroam,43.4736644947,-80.5383858286,1,ECH
ACO-AP-ECH-1--A,61,172.20.0.228,000B86CBCA22,000B863CA221,uw-unsecured,43.4736644947,-80.5383858286,1,ECH
ACO-AP-ECH-1--B,61,172.20.0.229,000B86CBCA20,000B863CA200,eduroam,43.4735547930,-80.5386923622,1,ECH
ACO-AP-ECH-1--B,61,172.20.0.229,000B86CBCA20,000B863CA201,uw-unsecured,43.4735547930,-80.5386923622,1,ECH
ACO-AP-ECH-1--C,61,172.20.0.230,000B86CBCA3B,000B863CA3B0,eduroam,43.4734933622,-80.5388756357,1,ECH
ACO-AP-ECH-1--C,61,172.20.0.230,000B86CBCA3B,000B863CA3B1,uw-unsecured,43.4734933622,-80.5388756357,1,ECH
ACO-AP-ECH-1--D,61,172.20.0.231,001A1ECED511,001A1E6D5110,eduroam,43.4733194883,-80.5390437699,1,ECH
ACO-AP-ECH-1--D,61,172.20.0.231,001A1ECED511,001A1E6D5111,uw-unsecured,43.4733194883,-80.5390437699,1,ECH
ACO-AP-ECH-1--E,61,172.20.0.232,000B86CBCA15,000B863CA150,eduroam,43.4734390415,-80.5392637894,1,ECH
ACO-AP-ECH-1--E,61,172.20.0.232,000B86CBCA15,000B863CA151,uw-unsecured,43.4734390415,-80.5392637894,1,ECH
ACO-AP-ECH-1--F,61,172.20.0.233,001A1ECED37F,001A1E6D37F0,eduroam,43.4735134232,-80.5390008064,1,ECH
ACO-AP-ECH-1--F,61,172.20.0.233,001A1ECED37F,001A1E6D37F1,uw-unsecured,43.4735134232,-80.5390008064,1,ECH
ACO-AP-ECH-1--G,61,172.20.0.234,000B86CBC1FF,000B863C1FF0,eduroam,43.4735555228,-80.5392260969,1,ECH
ACO-AP-ECH-1--G,61,172.20.0.234,000B86CBC1FF,000B863C1FF1,uw-unsecured,43.4735555228,-80.5392260969,1,ECH
ACO-AP-ECH-2--A,61,172.20.0.235,000B86CBE689,000B863E6890,eduroam,43.4739665661,-80.5381929929,2,ECH
ACO-AP-ECH-2--A,61,172.20.0.235,000B86CBE689,000B863E6891,uw-unsecured,43.4739665661,-80.5381929929,2,ECH
ACO-AP-ECH-2--B,61,172.20.0.236,000B86CBE48D,000B863E48D0,eduroam,43.4740677871,-80.5383216013,2,ECH
ACO-AP-ECH-2--B,61,172.20.0.236,000B86CBE48D,000B863E48D1,uw-unsecured,43.4740677871,-80.5383216013,2,ECH
ACO-AP-ECH-2--C,61,172.20.0.237,000B86CBE4DD,000B863E4DD0,eduroam,43.4741719026,-80.5385494381,2,ECH
ACO-AP-ECH-2--C,61,172.20.0.237,000B86CBE4DD,000B863E4DD1,uw-unsecured,43.4741719026,-80.5385494381,2,ECH
ACO-AP-HH-102-A,105,172.20.1.204,D8C7C8C97020,D8C7C8170208,eduroam,43.4684018985,-80.5415598323,1,HH
ACO-AP-HH-102-A,105,172.20.1.204,D8C7C8C97020,D8C7C8170200,eduroam,43.4684018985,-80.5415598323,1,HH
ACO-AP-HH-102-A,105,172.20.1.204,D8C7C8C97020,D8C7C8170209,uw-unsecured,43.4684018985,-80.5415598323,1,HH
ACO-AP-HH-102-A,105,172.20.1.204,D8C7C8C97020,D8C7C8170201,uw-unsecured,43.4684018985,-80.5415598323,1,HH
ACO-AP-HH-1101-A,105,172.20.1.205,D8C7C8C97002,D8C7C8170028,eduroam,43.4685885002,-80.5415570715,1,HH
ACO-AP-HH-1101-A,105,172.20.1.205,D8C7C8C97002,D8C7C8170020,eduroam,43.4685885002,-80.5415570715,1,HH
ACO-AP-HH-1101-A,105,172.20.1.205,D8C7C8C97002,D8C7C8170029,uw-unsecured,43.4685885002,-80.5415570715,1,HH
ACO-AP-HH-1101-A,105,172.20.1.205,D8C7C8C97002,D8C7C8170021,uw-unsecured,43.4685885002,-80.5415570715,1,HH
ACO-AP-HH-1101-B,105,172.20.1.206,D8C7C8C96FDE,D8C7C816FDE8,eduroam,43.4686031812,-80.5415205350,1,HH
ACO-AP-HH-1101-B,105,172.20.1.206,D8C7C8C96FDE,D8C7C816FDE0,eduroam,43.4686031812,-80.5415205350,1,HH
ACO-AP-HH-1101-B,105,172.20.1.206,D8C7C8C96FDE,D8C7C816FDE9,uw-unsecured,43.4686031812,-80.5415205350,1,HH
ACO-AP-HH-1101-B,105,172.20.1.206,D8C7C8C96FDE,D8C7C816FDE1,uw-unsecured,43.4686031812,-80.5415205350,1,HH
ACO-AP-HH-1101-C,105,172.20.1.207,D8C7C8C9702C,D8C7C81702C8,eduroam,43.4685869992,-80.5414093338,1,HH
ACO-AP-HH-1101-C,105,172.20.1.207,D8C7C8C9702C,D8C7C81702C0,eduroam,43.4685869992,-80.5414093338,1,HH
ACO-AP-HH-1101-C,105,172.20.1.207,D8C7C8C9702C,D8C7C81702C9,uw-unsecured,43.4685869992,-80.5414093338,1,HH
ACO-AP-HH-1101-C,105,172.20.1.207,D8C7C8C9702C,D8C7C81702C1,uw-unsecured,43.4685869992,-80.5414093338,1,HH
ACO-AP-HH-1101-D,105,172.20.1.208,D8C7C8C97030,D8C7C8170308,eduroam,43.4685583763,-80.5413831917,1,HH
ACO-AP-HH-1101-D,105,172.20.1.208,D8C7C8C97030,D8C7C8170300,eduroam,43.4685583763,-80.5413831917,1,HH
ACO-AP-HH-1101-D,105,172.20.1.208,D8C7C8C97030,D8C7C8170309,uw-unsecured,43.4685583763,-80.5413831917,1,HH
ACO-AP-HH-1101-D,105,172.20.1.208,D8C7C8C97030,D8C7C8170301,uw-unsecured,43.4685583763,-80.5413831917,1,HH
ACO-AP-HH-1101-E,105,172.20.1.209,D8C7C8C97021,D8C7C8170218,eduroam,43.4685439096,-80.5414805055,1,HH
ACO-AP-HH-1101-E,105,172.20.1.209,D8C7C8C97021,D8C7C8170210,eduroam,43.4685439096,-80.5414805055,1,HH
ACO-AP-HH-1101-E,105,172.20.1.209,D8C7C8C97021,D8C7C8170219,uw-unsecured,43.4685439096,-80.5414805055,1,HH
ACO-AP-HH-1101-E,105,172.20.1.209,D8C7C8C97021,D8C7C8170211,uw-unsecured,43.4685439096,-80.5414805055,1,HH
ACO-AP-HH-1102-A,105,172.20.1.188,D8C7C8C97064,D8C7C8170648,eduroam,43.4684886187,-80.5412105721,1,HH
ACO-AP-HH-1102-A,105,172.20.1.188,D8C7C8C97064,D8C7C8170640,eduroam,43.4684886187,-80.5412105721,1,HH
ACO-AP-HH-1102-A,105,172.20.1.188,D8C7C8C97064,D8C7C8170649,uw-unsecured,43.4684886187,-80.5412105721,1,HH
ACO-AP-HH-1102-A,105,172.20.1.188,D8C7C8C97064,D8C7C8170641,uw-unsecured,43.4684886187,-80.5412105721,1,HH
ACO-AP-HH-1102-B,105,172.20.1.189,D8C7C8C9704D,D8C7C81704D8,eduroam,43.4684270909,-80.5411689444,1,HH
ACO-AP-HH-1102-B,105,172.20.1.189,D8C7C8C9704D,D8C7C81704D0,eduroam,43.4684270909,-80.5411689444,1,HH
ACO-AP-HH-1102-B,105,172.20.1.189,D8C7C8C9704D,D8C7C81704D9,uw-unsecured,43.4684270909,-80.5411689444,1,HH
ACO-AP-HH-1102-B,105,172.20.1.189,D8C7C8C9704D,D8C7C81704D1,uw-unsecured,43.4684270909,-80.5411689444,1,HH
ACO-AP-HH-1102-C,105,172.20.1.190,D8C7C8C97040,D8C7C8170408,eduroam,43.4683808870,-80.5412731120,1,HH
ACO-AP-HH-1102-C,105,172.20.1.190,D8C7C8C97040,D8C7C8170400,eduroam,43.4683808870,-80.5412731120,1,HH
ACO-AP-HH-1102-C,105,172.20.1.190,D8C7C8C97040,D8C7C8170409,uw-unsecured,43.4683808870,-80.5412731120,1,HH
ACO-AP-HH-1102-C,105,172.20.1.190,D8C7C8C97040,D8C7C8170401,uw-unsecured,43.4683808870,-80.5412731120,1,HH
ACO-AP-HH-1102-D,105,172.20.1.191,D8C7C8C97068,D8C7C8170688,eduroam,43.4684410960,-80.5413216282,1,HH
ACO-AP-HH-1102-D,105,172.20.1.191,D8C7C8C97068,D8C7C8170680,eduroam,43.4684410960,-80.5413216282,1,HH
ACO-AP-HH-1102-D,105,172.20.1.191,D8C7C8C97068,D8C7C8170689,uw-unsecured,43.4684410960,-80.5413216282,1,HH
ACO-AP-HH-1102-D,105,172.20.1.191,D8C7C8C97068,D8C7C8170681,uw-unsecured,43.4684410960,-80.5413216282,1,HH
ACO-AP-HH-1104-A,105,172.20.1.192,D8C7C8C96FF5,D8C7C816FF58,eduroam,43.4684316344,-80.5413559949,1,HH
ACO-AP-HH-1104-A,105,172.20.1.192,D8C7C8C96FF5,D8C7C816FF50,eduroam,43.4684316344,-80.5413559949,1,HH
ACO-AP-HH-1104-A,105,172.20.1.192,D8C7C8C96FF5,D8C7C816FF59,uw-unsecured,43.4684316344,-80.5413559949,1,HH
ACO-AP-HH-1104-A,105,172.20.1.192,D8C7C8C96FF5,D8C7C816FF51,uw-unsecured,43.4684316344,-80.5413559949,1,HH
ACO-AP-HH-1104-B,105,172.20.1.193,D8C7C8C97009,D8C7C8170098,eduroam,43.4683679457,-80.5413089252,1,HH
ACO-AP-HH-1104-B,105,172.20.1.193,D8C7C8C97009,D8C7C8170090,eduroam,43.4683679457,-80.5413089252,1,HH
ACO-AP-HH-1104-B,105,172.20.1.193,D8C7C8C97009,D8C7C8170099,uw-unsecured,43.4683679457,-80.5413089252,1,HH
ACO-AP-HH-1104-B,105,172.20.1.193,D8C7C8C97009,D8C7C8170091,uw-unsecured,43.4683679457,-80.5413089252,1,HH
ACO-AP-HH-1104-C,105,172.20.1.194,D8C7C8C96FFA,D8C7C816FFA8,eduroam,43.4683880123,-80.5414717696,1,HH
ACO-AP-HH-1104-C,105,172.20.1.194,D8C7C8C96FFA,D8C7C816FFA0,eduroam,43.4683880123,-80.5414717696,1,HH
ACO-AP-HH-1104-C,105,172.20.1.194,D8C7C8C96FFA,D8C7C816FFA9,uw-unsecured,43.4683880123,-80.5414717696,1,HH
ACO-AP-HH-1104-C,105,172.20.1.194,D8C7C8C96FFA,D8C7C816FFA1,uw-unsecured,43.4683880123,-80.5414717696,1,HH
ACO-AP-HH-1104-D,105,172.20.1.195,D8C7C8C96FD2,D8C7C816FD28,eduroam,43.4683203277,-80.5414238251,1,HH
ACO-AP-HH-1104-D,105,172.20.1.195,D8C7C8C96FD2,D8C7C816FD20,eduroam,43.4683203277,-80.5414238251,1,HH
ACO-AP-HH-1104-D,105,172.20.1.195,D8C7C8C96FD2,D8C7C816FD29,uw-unsecured,43.4683203277,-80.5414238251,1,HH
ACO-AP-HH-1104-D,105,172.20.1.195,D8C7C8C96FD2,D8C7C816FD21,uw-unsecured,43.4683203277,-80.5414238251,1,HH
ACO-AP-HH-1106-A,105,172.20.1.196,D8C7C8C97006,D8C7C8170068,eduroam,43.4684168731,-80.5416271538,1,HH
ACO-AP-HH-1106-A,105,172.20.1.196,D8C7C8C97006,D8C7C8170060,eduroam,43.4684168731,-80.5416271538,1,HH
ACO-AP-HH-1106-A,105,172.20.1.196,D8C7C8C97006,D8C7C8170069,uw-unsecured,43.4684168731,-80.5416271538,1,HH
ACO-AP-HH-1106-A,105,172.20.1.196,D8C7C8C97006,D8C7C8170061,uw-unsecured,43.4684168731,-80.5416271538,1,HH
ACO-AP-HH-1106-B,105,172.20.1.197,D8C7C8C96FE5,D8C7C816FE58,eduroam,43.4683868040,-80.5417055930,1,HH
ACO-AP-HH-1106-B,105,172.20.1.197,D8C7C8C96FE5,D8C7C816FE50,eduroam,43.4683868040,-80.5417055930,1,HH
ACO-AP-HH-1106-B,105,172.20.1.197,D8C7C8C96FE5,D8C7C816FE59,uw-unsecured,43.4683868040,-80.5417055930,1,HH
ACO-AP-HH-1106-B,105,172.20.1.197,D8C7C8C96FE5,D8C7C816FE51,uw-unsecured,43.4683868040,-80.5417055930,1,HH
ACO-AP-HH-1106-C,105,172.20.1.198,D8C7C8C96FF3,D8C7C816FF38,eduroam,43.4684690582,-80.5417677692,1,HH
ACO-AP-HH-1106-C,105,172.20.1.198,D8C7C8C96FF3,D8C7C816FF30,eduroam,43.4684690582,-80.5417677692,1,HH
ACO-AP-HH-1106-C,105,172.20.1.198,D8C7C8C96FF3,D8C7C816FF39,uw-unsecured,43.4684690582,-80.5417677692,1,HH
ACO-AP-HH-1106-C,105,172.20.1.198,D8C7C8C96FF3,D8C7C816FF31,uw-unsecured,43.4684690582,-80.5417677692,1,HH
ACO-AP-HH-1106-D,105,172.20.1.199,D8C7C8C96FFB,D8C7C816FFB8,eduroam,43.4685033139,-80.5416825174,1,HH
ACO-AP-HH-1106-D,105,172.20.1.199,D8C7C8C96FFB,D8C7C816FFB0,eduroam,43.4685033139,-80.5416825174,1,HH
ACO-AP-HH-1106-D,105,172.20.1.199,D8C7C8C96FFB,D8C7C816FFB9,uw-unsecured,43.4685033139,-80.5416825174,1,HH
ACO-AP-HH-1106-D,105,172.20.1.199,D8C7C8C96FFB,D8C7C816FFB1,uw-unsecured,43.4685033139,-80.5416825174,1,HH
ACO-AP-HH-1108-A,105,172.20.1.200,D8C7C8C96FF2,D8C7C816FF28,eduroam,43.4685275199,-80.5417016194,1,HH
ACO-AP-HH-1108-A,105,172.20.1.200,D8C7C8C96FF2,D8C7C816FF20,eduroam,43.4685275199,-80.5417016194,1,HH
ACO-AP-HH-1108-A,105,172.20.1.200,D8C7C8C96FF2,D8C7C816FF29,uw-unsecured,43.4685275199,-80.5417016194,1,HH
ACO-AP-HH-1108-A,105,172.20.1.200,D8C7C8C96FF2,D8C7C816FF21,uw-unsecured,43.4685275199,-80.5417016194,1,HH
ACO-AP-HH-1108-B,105,172.20.1.201,D8C7C8C96FE3,D8C7C816FE38,eduroam,43.4684950039,-80.5417861480,1,HH
ACO-AP-HH-1108-B,105,172.20.1.201,D8C7C8C96FE3,D8C7C816FE30,eduroam,43.4684950039,-80.5417861480,1,HH
ACO-AP-HH-1108-B,105,172.20.1.201,D8C7C8C96FE3,D8C7C816FE39,uw-unsecured,43.4684950039,-80.5417861480,1,HH
ACO-AP-HH-1108-B,105,172.20.1.201,D8C7C8C96FE3,D8C7C816FE31,uw-unsecured,43.4684950039,-80.5417861480,1,HH
ACO-AP-HH-1108-C,105,172.20.1.202,D8C7C8C9706F,D8C7C81706F8,eduroam,43.4685773535,-80.5418444805,1,HH
ACO-AP-HH-1108-C,105,172.20.1.202,D8C7C8C9706F,D8C7C81706F0,eduroam,43.4685773535,-80.5418444805,1,HH
ACO-AP-HH-1108-C,105,172.20.1.202,D8C7C8C9706F,D8C7C81706F9,uw-unsecured,43.4685773535,-80.5418444805,1,HH
ACO-AP-HH-1108-C,105,172.20.1.202,D8C7C8C9706F,D8C7C81706F1,uw-unsecured,43.4685773535,-80.5418444805,1,HH
ACO-AP-HH-1108-D,105,172.20.1.203,D8C7C8C9704F,D8C7C81704F8,eduroam,43.4686133490,-80.5417585053,1,HH
ACO-AP-HH-1108-D,105,172.20.1.203,D8C7C8C9704F,D8C7C81704F0,eduroam,43.4686133490,-80.5417585053,1,HH
ACO-AP-HH-1108-D,105,172.20.1.203,D8C7C8C9704F,D8C7C81704F9,uw-unsecured,43.4686133490,-80.5417585053,1,HH
ACO-AP-HH-1108-D,105,172.20.1.203,D8C7C8C9704F,D8C7C81704F1,uw-unsecured,43.4686133490,-80.5417585053,1,HH
ACO-AP-HH-2102-A,105,172.20.1.178,D8C7C8C97001,D8C7C8170018,eduroam,43.4683561293,-80.5412350982,2,HH
ACO-AP-HH-2102-A,105,172.20.1.178,D8C7C8C97001,D8C7C8170010,eduroam,43.4683561293,-80.5412350982,2,HH
ACO-AP-HH-2102-A,105,172.20.1.178,D8C7C8C97001,D8C7C8170019,uw-unsecured,43.4683561293,-80.5412350982,2,HH
ACO-AP-HH-2102-A,105,172.20.1.178,D8C7C8C97001,D8C7C8170011,uw-unsecured,43.4683561293,-80.5412350982,2,HH
ACO-AP-HH-2103-A,105,172.20.1.179,D8C7C8C988F4,D8C7C8188F48,eduroam,43.4683401594,-80.5414590592,2,HH
ACO-AP-HH-2103-A,105,172.20.1.179,D8C7C8C988F4,D8C7C8188F40,eduroam,43.4683401594,-80.5414590592,2,HH
ACO-AP-HH-2103-A,105,172.20.1.179,D8C7C8C988F4,D8C7C8188F49,uw-unsecured,43.4683401594,-80.5414590592,2,HH
ACO-AP-HH-2103-A,105,172.20.1.179,D8C7C8C988F4,D8C7C8188F41,uw-unsecured,43.4683401594,-80.5414590592,2,HH
ACO-AP-HH-2104-A,105,172.20.1.180,D8C7C8C988E5,D8C7C8188E58,eduroam,43.4683738857,-80.5416379850,2,HH
ACO-AP-HH-2104-A,105,172.20.1.180,D8C7C8C988E5,D8C7C8188E50,eduroam,43.4683738857,-80.5416379850,2,HH
ACO-AP-HH-2104-A,105,172.20.1.180,D8C7C8C988E5,D8C7C8188E59,uw-unsecured,43.4683738857,-80.5416379850,2,HH
ACO-AP-HH-2104-A,105,172.20.1.180,D8C7C8C988E5,D8C7C8188E51,uw-unsecured,43.4683738857,-80.5416379850,2,HH
ACO-AP-HH-2104-B,105,172.20.1.181,D8C7C8C988F3,D8C7C8188F38,eduroam,43.4683439335,-80.5417205131,2,HH
ACO-AP-HH-2104-B,105,172.20.1.181,D8C7C8C988F3,D8C7C8188F30,eduroam,43.4683439335,-80.5417205131,2,HH
ACO-AP-HH-2104-B,105,172.20.1.181,D8C7C8C988F3,D8C7C8188F39,uw-unsecured,43.4683439335,-80.5417205131,2,HH
ACO-AP-HH-2104-B,105,172.20.1.181,D8C7C8C988F3,D8C7C8188F31,uw-unsecured,43.4683439335,-80.5417205131,2,HH
ACO-AP-HH-2104-C,105,172.20.1.182,D8C7C8C988EE,D8C7C8188EE8,eduroam,43.4684220334,-80.5417771750,2,HH
ACO-AP-HH-2104-C,105,172.20.1.182,D8C7C8C988EE,D8C7C8188EE0,eduroam,43.4684220334,-80.5417771750,2,HH
ACO-AP-HH-2104-C,105,172.20.1.182,D8C7C8C988EE,D8C7C8188EE9,uw-unsecured,43.4684220334,-80.5417771750,2,HH
ACO-AP-HH-2104-C,105,172.20.1.182,D8C7C8C988EE,D8C7C8188EE1,uw-unsecured,43.4684220334,-80.5417771750,2,HH
ACO-AP-HH-2104-D,105,172.20.1.183,D8C7C8C988EB,D8C7C8188EB8,eduroam,43.4684553042,-80.5416893318,2,HH
ACO-AP-HH-2104-D,105,172.20.1.183,D8C7C8C988EB,D8C7C8188EB0,eduroam,43.4684553042,-80.5416893318,2,HH
ACO-AP-HH-2104-D,105,172.20.1.183,D8C7C8C988EB,D8C7C8188EB9,uw-unsecured,43.4684553042,-80.5416893318,2,HH
ACO-AP-HH-2104-D,105,172.20.1.183,D8C7C8C988EB,D8C7C8188EB1,uw-unsecured,43.4684553042,-80.5416893318,2,HH
ACO-AP-HH-2107-A,105,172.20.1.184,D8C7C8C988F0,D8C7C8188F08,eduroam,43.4684778495,-80.5417076193,2,HH
ACO-AP-HH-2107-A,105,172.20.1.184,D8C7C8C988F0,D8C7C8188F00,eduroam,43.4684778495,-80.5417076193,2,HH
ACO-AP-HH-2107-A,105,172.20.1.184,D8C7C8C988F0,D8C7C8188F09,uw-unsecured,43.4684778495,-80.5417076193,2,HH
ACO-AP-HH-2107-A,105,172.20.1.184,D8C7C8C988F0,D8C7C8188F01,uw-unsecured,43.4684778495,-80.5417076193,2,HH
ACO-AP-HH-2107-B,105,172.20.1.185,D8C7C8C988F8,D8C7C8188F88,eduroam,43.4684462240,-80.5417985869,2,HH
ACO-AP-HH-2107-B,105,172.20.1.185,D8C7C8C988F8,D8C7C8188F80,eduroam,43.4684462240,-80.5417985869,2,HH
ACO-AP-HH-2107-B,105,172.20.1.185,D8C7C8C988F8,D8C7C8188F89,uw-unsecured,43.4684462240,-80.5417985869,2,HH
ACO-AP-HH-2107-B,105,172.20.1.185,D8C7C8C988F8,D8C7C8188F81,uw-unsecured,43.4684462240,-80.5417985869,2,HH
ACO-AP-HH-2107-C,105,172.20.1.186,D8C7C8C97065,D8C7C8170658,eduroam,43.4685221332,-80.5418497981,2,HH
ACO-AP-HH-2107-C,105,172.20.1.186,D8C7C8C97065,D8C7C8170650,eduroam,43.4685221332,-80.5418497981,2,HH
ACO-AP-HH-2107-C,105,172.20.1.186,D8C7C8C97065,D8C7C8170659,uw-unsecured,43.4685221332,-80.5418497981,2,HH
ACO-AP-HH-2107-C,105,172.20.1.186,D8C7C8C97065,D8C7C8170651,uw-unsecured,43.4685221332,-80.5418497981,2,HH
ACO-AP-HH-2107-D,105,172.20.1.187,D8C7C8C97058,D8C7C8170588,eduroam,43.4685581587,-80.5417620227,2,HH
ACO-AP-HH-2107-D,105,172.20.1.187,D8C7C8C97058,D8C7C8170580,eduroam,43.4685581587,-80.5417620227,2,HH
ACO-AP-HH-2107-D,105,172.20.1.187,D8C7C8C97058,D8C7C8170589,uw-unsecured,43.4685581587,-80.5417620227,2,HH
ACO-AP-HH-2107-D,105,172.20.1.187,D8C7C8C97058,D8C7C8170581,uw-unsecured,43.4685581587,-80.5417620227,2,HH
ACO-AP-HH-2802-A,105,172.20.1.211,D8C7C8C96FEC,D8C7C816FEC8,eduroam,43.4684579398,-80.5412838631,2,HH
ACO-AP-HH-2802-A,105,172.20.1.211,D8C7C8C96FEC,D8C7C816FEC0,eduroam,43.4684579398,-80.5412838631,2,HH
ACO-AP-HH-2802-A,105,172.20.1.211,D8C7C8C96FEC,D8C7C816FEC9,uw-unsecured,43.4684579398,-80.5412838631,2,HH
ACO-AP-HH-2802-A,105,172.20.1.211,D8C7C8C96FEC,D8C7C816FEC1,uw-unsecured,43.4684579398,-80.5412838631,2,HH
ACO-AP-HH-2802-B,105,172.20.1.212,D8C7C8C988E8,D8C7C8188E88,eduroam,43.4683960912,-80.5415691438,2,HH
ACO-AP-HH-2802-B,105,172.20.1.212,D8C7C8C988E8,D8C7C8188E80,eduroam,43.4683960912,-80.5415691438,2,HH
ACO-AP-HH-2802-B,105,172.20.1.212,D8C7C8C988E8,D8C7C8188E89,uw-unsecured,43.4683960912,-80.5415691438,2,HH
ACO-AP-HH-2802-B,105,172.20.1.212,D8C7C8C988E8,D8C7C8188E81,uw-unsecured,43.4683960912,-80.5415691438,2,HH
ACO-AP-HH-3803-A,105,172.20.1.161,D8C7C8C989E1,D8C7C8189E18,eduroam,43.4683336084,-80.5413397502,3,HH
ACO-AP-HH-3803-A,105,172.20.1.161,D8C7C8C989E1,D8C7C8189E10,eduroam,43.4683336084,-80.5413397502,3,HH
ACO-AP-HH-3803-A,105,172.20.1.161,D8C7C8C989E1,D8C7C8189E19,uw-unsecured,43.4683336084,-80.5413397502,3,HH
ACO-AP-HH-3803-A,105,172.20.1.161,D8C7C8C989E1,D8C7C8189E11,uw-unsecured,43.4683336084,-80.5413397502,3,HH
ACO-AP-HH-3804-A,105,172.20.1.174,000B86CFBF1A,000B867BF1A8,eduroam,43.4684373109,-80.5412968992,3,HH
ACO-AP-HH-3804-A,105,172.20.1.174,000B86CFBF1A,000B867BF1A0,eduroam,43.4684373109,-80.5412968992,3,HH
ACO-AP-HH-3804-A,105,172.20.1.174,000B86CFBF1A,000B867BF1A9,uw-unsecured,43.4684373109,-80.5412968992,3,HH
ACO-AP-HH-3804-A,105,172.20.1.174,000B86CFBF1A,000B867BF1A1,uw-unsecured,43.4684373109,-80.5412968992,3,HH
ACO-AP-HH-3808-A,105,172.20.1.175,000B86CFBF12,000B867BF128,,43.4683179176,-80.5416517793,3,HH
ACO-AP-HH-3808-A,105,172.20.1.175,000B86CFBF12,000B867BF120,,43.4683179176,-80.5416517793,3,HH
ACO-AP-HH-3816-A,105,172.20.1.176,D8C7C8C988E3,D8C7C8188E38,eduroam,43.4684342351,-80.5416218014,3,HH
ACO-AP-HH-3816-A,105,172.20.1.176,D8C7C8C988E3,D8C7C8188E30,eduroam,43.4684342351,-80.5416218014,3,HH
ACO-AP-HH-3816-A,105,172.20.1.176,D8C7C8C988E3,D8C7C8188E39,uw-unsecured,43.4684342351,-80.5416218014,3,HH
ACO-AP-HH-3816-A,105,172.20.1.176,D8C7C8C988E3,D8C7C8188E31,uw-unsecured,43.4684342351,-80.5416218014,3,HH
ACO-AP-HH-3818-A,105,172.20.1.177,D8C7C8C988DF,D8C7C8188DF8,eduroam,43.4684957674,-80.5417922428,3,HH
ACO-AP-HH-3818-A,105,172.20.1.177,D8C7C8C988DF,D8C7C8188DF0,eduroam,43.4684957674,-80.5417922428,3,HH
ACO-AP-HH-3818-A,105,172.20.1.177,D8C7C8C988DF,D8C7C8188DF9,uw-unsecured,43.4684957674,-80.5417922428,3,HH
ACO-AP-HH-3818-A,105,172.20.1.177,D8C7C8C988DF,D8C7C8188DF1,uw-unsecured,43.4684957674,-80.5417922428,3,HH
ACO-AP-KSW-2--A,61,129.97.13.2,000B86CBD784,000B863D7840,eduroam,,,2,KSW
ACO-AP-KSW-2--A,61,129.97.13.2,000B86CBD784,000B863D7841,uw-unsecured,,,2,KSW
